GEOID,Block Group GeoID,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,Estimate!!Total:!!Owner occupied:!!No vehicle available,Owner Carlessness Percentage,Estimate!!Total:!!Owner occupied:!!1 vehicle available,Margin of Error!!Total:!!Owner occupied:!!1 vehicle available,Estimate!!Total:!!Owner occupied:!!2 vehicles available,Margin of Error!!Total:!!Owner occupied:!!2 vehicles available,Estimate!!Total:!!Owner occupied:!!3 vehicles available,Margin of Error!!Total:!!Owner occupied:!!3 vehicles available,Estimate!!Total:!!Owner occupied:!!4 vehicles available,Margin of Error!!Total:!!Owner occupied:!!4 vehicles available,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available,Estimate!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!No vehicle available,Total Carlessness Count,carless_percentage,Estimate!!Total:!!Renter occupied:!!1 vehicle available,Margin of Error!!Total:!!Renter occupied:!!1 vehicle available,Estimate!!Total:!!Renter occupied:!!2 vehicles available,Margin of Error!!Total:!!Renter occupied:!!2 vehicles available,Estimate!!Total:!!Renter occupied:!!3 vehicles available,Margin of Error!!Total:!!Renter occupied:!!3 vehicles available,Estimate!!Total:!!Renter occupied:!!4 vehicles available,Margin of Error!!Total:!!Renter occupied:!!4 vehicles available,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available
1500000US060750101011,060750101011,Block Group 1; Census Tract 101.01; San Francisco County; California,517,22,0,0,0,14,22,32,0,14,0,14,0,14,495,183,203,39%,281,137,31,35,0,14,0,14,0,14
1500000US060750328021,060750328021,Block Group 1; Census Tract 328.02; San Francisco County; California,600,358,0,0,132,73,149,93,45,53,32,30,0,14,242,75,120,20%,145,78,22,26,0,14,0,14,0,14
1500000US060750328022,060750328022,Block Group 2; Census Tract 328.02; San Francisco County; California,508,292,25,0.085616438,105,54,45,35,32,30,78,126,7,11,216,29,67,13%,144,94,34,30,0,14,9,13,0,14
1500000US060750328023,060750328023,Block Group 3; Census Tract 328.02; San Francisco County; California,403,380,29,0.076315789,202,85,129,56,20,23,0,14,0,14,23,15,27,7%,8,13,0,14,0,14,0,14,0,14
1500000US060750329011,060750329011,Block Group 1; Census Tract 329.01; San Francisco County; California,278,255,34,0.133333333,107,57,48,38,24,33,32,23,10,16,23,11,25,9%,0,14,12,19,0,14,0,14,0,14
1500000US060750329012,060750329012,Block Group 2; Census Tract 329.01; San Francisco County; California,482,397,12,0.0302267,79,43,185,107,80,58,41,32,0,14,85,9,40,8%,40,34,36,55,0,14,0,14,0,14
1500000US060750329013,060750329013,Block Group 3; Census Tract 329.01; San Francisco County; California,489,376,29,0.07712766,77,73,216,100,43,34,0,14,11,17,113,12,12,2%,36,34,44,54,21,24,0,14,0,14
1500000US060750329014,060750329014,Block Group 4; Census Tract 329.01; San Francisco County; California,473,221,43,0.194570136,62,39,80,40,36,53,0,14,0,14,252,74,74,16%,62,55,92,86,10,16,14,21,0,14
1500000US060750329021,060750329021,Block Group 1; Census Tract 329.02; San Francisco County; California,450,424,36,0.08490566,115,63,190,88,36,40,47,38,0,14,26,0,33,7%,4,8,4,7,14,18,4,7,0,14
1500000US060750329022,060750329022,Block Group 2; Census Tract 329.02; San Francisco County; California,435,301,34,0.112956811,147,61,29,30,82,111,9,16,0,14,134,12,33,8%,15,17,107,98,0,14,0,14,0,14
1500000US060750329023,060750329023,Block Group 3; Census Tract 329.02; San Francisco County; California,425,388,17,0.043814433,129,59,203,120,31,35,8,13,0,14,37,0,29,7%,22,27,9,14,6,11,0,14,0,14
1500000US060750330011,060750330011,Block Group 1; Census Tract 330.01; San Francisco County; California,621,564,40,0.070921986,55,39,354,344,104,66,11,18,0,14,57,0,7,1%,13,23,44,38,0,14,0,14,0,14
1500000US060750330012,060750330012,Block Group 2; Census Tract 330.01; San Francisco County; California,378,305,28,0.091803279,113,70,8,15,111,62,12,21,33,39,73,0,22,6%,47,56,26,30,0,14,0,14,0,14
1500000US060750330013,060750330013,Block Group 3; Census Tract 330.01; San Francisco County; California,420,377,0,0,120,89,247,113,0,14,10,19,0,14,43,14,14,3%,29,33,0,14,0,14,0,14,0,14
1500000US060750330021,060750330021,Block Group 1; Census Tract 330.02; San Francisco County; California,561,294,23,0.078231293,157,94,27,30,68,43,19,23,0,14,267,106,151,27%,98,96,48,51,15,24,0,14,0,14
1500000US060750330022,060750330022,Block Group 2; Census Tract 330.02; San Francisco County; California,284,142,0,0,97,56,32,39,13,20,0,14,0,14,142,5,5,2%,84,61,45,54,8,18,0,14,0,14
1500000US060750330023,060750330023,Block Group 3; Census Tract 330.02; San Francisco County; California,603,460,0,0,188,106,176,70,53,40,11,17,32,41,143,0,75,12%,82,109,16,24,45,63,0,14,0,14
1500000US060750331001,060750331001,Block Group 1; Census Tract 331; San Francisco County; California,167,139,6,0.043165468,64,46,55,38,14,21,0,14,0,14,28,0,0,0%,20,23,8,12,0,14,0,14,0,14
1500000US060750331002,060750331002,Block Group 2; Census Tract 331; San Francisco County; California,307,286,0,0,124,56,122,45,27,30,13,20,0,14,21,0,0,0%,0,14,21,25,0,14,0,14,0,14
1500000US060750331003,060750331003,Block Group 3; Census Tract 331; San Francisco County; California,299,250,14,0.056,54,40,130,73,23,29,15,20,14,18,49,0,65,22%,32,29,17,20,0,14,0,14,0,14
1500000US060750331004,060750331004,Block Group 4; Census Tract 331; San Francisco County; California,610,551,74,0.13430127,194,74,223,111,60,36,0,14,0,14,59,0,18,3%,31,35,28,25,0,14,0,14,0,14
1500000US060750332011,060750332011,Block Group 1; Census Tract 332.01; San Francisco County; California,638,6,0,0,0,14,6,10,0,14,0,14,0,14,632,272,285,45%,217,76,128,106,8,12,7,11,0,14
1500000US060750332031,060750332031,Block Group 1; Census Tract 332.03; San Francisco County; California,843,178,19,0.106741573,60,40,84,55,15,26,0,14,0,14,665,145,309,37%,325,98,182,96,13,21,0,14,0,14
1500000US060750332032,060750332032,Block Group 2; Census Tract 332.03; San Francisco County; California,581,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,581,40,40,7%,325,210,168,146,48,70,0,14,0,14
1500000US060750332041,060750332041,Block Group 1; Census Tract 332.04; San Francisco County; California,396,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,396,83,115,29%,92,71,75,58,138,107,0,14,8,13
1500000US060750332042,060750332042,Block Group 2; Census Tract 332.04; San Francisco County; California,764,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,764,346,378,49%,377,203,32,33,9,12,0,14,0,14
1500000US060750332043,060750332043,Block Group 3; Census Tract 332.04; San Francisco County; California,488,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,488,122,122,25%,240,122,126,111,0,14,0,14,0,14
1500000US060750351011,060750351011,Block Group 1; Census Tract 351.01; San Francisco County; California,378,79,0,0,26,29,42,36,11,18,0,14,0,14,299,39,39,10%,217,96,25,37,18,30,0,14,0,14
1500000US060750351012,060750351012,Block Group 2; Census Tract 351.01; San Francisco County; California,606,214,52,0.242990654,44,34,103,84,0,14,15,23,0,14,392,63,63,10%,126,69,203,219,0,14,0,14,0,14
1500000US060750351013,060750351013,Block Group 3; Census Tract 351.01; San Francisco County; California,468,368,10,0.027173913,190,84,147,91,12,19,9,15,0,14,100,24,87,19%,10,17,33,38,29,44,4,10,0,14
1500000US060750351021,060750351021,Block Group 1; Census Tract 351.02; San Francisco County; California,254,196,14,0.071428571,72,48,30,31,80,79,0,14,0,14,58,0,13,5%,47,55,11,18,0,14,0,14,0,14
1500000US060750351022,060750351022,Block Group 2; Census Tract 351.02; San Francisco County; California,236,153,45,0.294117647,37,25,62,42,9,14,0,14,0,14,83,9,9,4%,18,16,39,31,17,25,0,14,0,14
1500000US060750351023,060750351023,Block Group 3; Census Tract 351.02; San Francisco County; California,297,246,38,0.154471545,75,41,106,58,9,16,18,24,0,14,51,0,45,15%,51,39,0,14,0,14,0,14,0,14
1500000US060750351024,060750351024,Block Group 4; Census Tract 351.02; San Francisco County; California,472,335,12,0.035820896,96,68,132,104,38,29,44,39,13,22,137,10,60,13%,9,17,88,67,10,17,20,24,0,14
1500000US060750352011,060750352011,Block Group 1; Census Tract 352.01; San Francisco County; California,323,264,14,0.053030303,110,71,93,47,47,47,0,14,0,14,59,0,12,4%,43,39,8,13,8,12,0,14,0,14
1500000US060750352012,060750352012,Block Group 2; Census Tract 352.01; San Francisco County; California,278,209,31,0.148325359,41,33,108,64,29,27,0,14,0,14,69,0,11,4%,33,33,36,42,0,14,0,14,0,14
1500000US060750352013,060750352013,Block Group 3; Census Tract 352.01; San Francisco County; California,409,267,0,0,166,62,50,40,25,41,21,26,5,8,142,29,98,24%,68,64,36,44,9,14,0,14,0,14
1500000US060750352014,060750352014,Block Group 4; Census Tract 352.01; San Francisco County; California,441,261,0,0,69,43,157,111,0,14,22,20,13,21,180,64,78,18%,96,65,20,23,0,14,0,14,0,14
1500000US060750352015,060750352015,Block Group 5; Census Tract 352.01; San Francisco County; California,464,308,33,0.107142857,208,90,67,57,0,14,0,14,0,14,156,10,87,19%,20,30,71,66,55,48,0,14,0,14
1500000US060750352021,060750352021,Block Group 1; Census Tract 352.02; San Francisco County; California,644,237,21,0.088607595,102,67,80,50,34,36,0,14,0,14,407,61,73,11%,235,96,48,48,63,54,0,14,0,14
1500000US060750352022,060750352022,Block Group 2; Census Tract 352.02; San Francisco County; California,584,177,29,0.163841808,83,59,23,24,8,14,34,51,0,14,407,31,43,7%,209,87,149,100,18,27,0,14,0,14
1500000US060750352023,060750352023,Block Group 3; Census Tract 352.02; San Francisco County; California,449,154,7,0.045454545,91,96,19,23,37,35,0,14,0,14,295,16,28,6%,210,114,57,42,0,14,12,20,0,14
1500000US060750353001,060750353001,Block Group 1; Census Tract 353; San Francisco County; California,365,301,22,0.073089701,105,91,138,80,0,14,0,14,36,47,64,0,21,6%,16,26,34,42,0,14,14,27,0,14
1500000US060750353002,060750353002,Block Group 2; Census Tract 353; San Francisco County; California,494,342,0,0,41,50,211,145,69,79,21,35,0,14,152,26,40,8%,116,95,10,16,0,14,0,14,0,14
1500000US060750353003,060750353003,Block Group 3; Census Tract 353; San Francisco County; California,318,245,45,0.183673469,151,109,36,45,13,24,0,14,0,14,73,0,18,6%,0,14,73,71,0,14,0,14,0,14
1500000US060750353004,060750353004,Block Group 4; Census Tract 353; San Francisco County; California,335,335,0,0,186,120,123,96,26,43,0,14,0,14,0,0,23,7%,0,14,0,14,0,14,0,14,0,14
1500000US060750353005,060750353005,Block Group 5; Census Tract 353; San Francisco County; California,560,341,75,0.219941349,91,87,118,84,27,45,30,45,0,14,219,0,72,13%,68,82,141,157,0,14,10,24,0,14
1500000US060750353006,060750353006,Block Group 6; Census Tract 353; San Francisco County; California,465,254,0,0,166,164,88,71,0,14,0,14,0,14,211,176,230,49%,35,43,0,14,0,14,0,14,0,14
1500000US060750354001,060750354001,Block Group 1; Census Tract 354; San Francisco County; California,324,286,0,0,113,79,152,76,21,35,0,14,0,14,38,0,23,7%,24,28,14,24,0,14,0,14,0,14
1500000US060750354002,060750354002,Block Group 2; Census Tract 354; San Francisco County; California,553,341,65,0.190615836,163,115,45,40,53,82,15,25,0,14,212,116,138,25%,17,28,15,23,21,32,0,14,43,67
1500000US060750354003,060750354003,Block Group 3; Census Tract 354; San Francisco County; California,433,344,18,0.052325581,121,80,130,81,75,79,0,14,0,14,89,0,20,5%,17,29,0,14,0,14,72,104,0,14
1500000US060750354004,060750354004,Block Group 4; Census Tract 354; San Francisco County; California,576,414,13,0.031400966,253,134,130,95,18,29,0,14,0,14,162,73,111,19%,57,46,32,39,0,14,0,14,0,14
1500000US060750354005,060750354005,Block Group 5; Census Tract 354; San Francisco County; California,591,493,164,0.332657201,159,71,156,76,14,24,0,14,0,14,98,19,19,3%,79,63,0,14,0,14,0,14,0,14
1500000US060750401001,060750401001,Block Group 1; Census Tract 401; San Francisco County; California,415,259,0,0,142,69,42,45,75,83,0,14,0,14,156,0,37,9%,131,79,14,19,0,14,0,14,11,17
1500000US060750401002,060750401002,Block Group 2; Census Tract 401; San Francisco County; California,537,169,32,0.189349112,96,89,41,34,0,14,0,14,0,14,368,130,193,36%,194,119,44,44,0,14,0,14,0,14
1500000US060750401003,060750401003,Block Group 3; Census Tract 401; San Francisco County; California,388,117,32,0.273504274,62,45,0,14,23,36,0,14,0,14,271,96,155,40%,145,81,30,32,0,14,0,14,0,14
1500000US060750401004,060750401004,Block Group 4; Census Tract 401; San Francisco County; California,402,164,0,0,18,24,146,86,0,14,0,14,0,14,238,86,158,39%,146,87,6,10,0,14,0,14,0,14
1500000US060750402001,060750402001,Block Group 1; Census Tract 402; San Francisco County; California,832,349,0,0,255,225,94,68,0,14,0,14,0,14,483,224,235,28%,158,113,60,73,41,68,0,14,0,14
1500000US060750402002,060750402002,Block Group 2; Census Tract 402; San Francisco County; California,404,92,0,0,0,14,92,102,0,14,0,14,0,14,312,203,246,61%,98,71,11,27,0,14,0,14,0,14
1500000US060750402003,060750402003,Block Group 3; Census Tract 402; San Francisco County; California,441,75,63,0.84,5,14,7,12,0,14,0,14,0,14,366,67,138,31%,252,161,47,55,0,14,0,14,0,14
1500000US060750402004,060750402004,Block Group 4; Census Tract 402; San Francisco County; California,536,200,13,0.065,109,76,78,69,0,14,0,14,0,14,336,165,201,38%,129,88,42,51,0,14,0,14,0,14
1500000US060750426011,060750426011,Block Group 1; Census Tract 426.01; San Francisco County; California,639,130,0,0,76,38,29,25,0,14,25,39,0,14,509,170,205,32%,272,85,58,52,9,15,0,14,0,14
1500000US060750426012,060750426012,Block Group 2; Census Tract 426.01; San Francisco County; California,1096,336,45,0.133928571,122,69,142,96,18,20,0,14,9,13,760,179,216,20%,362,134,210,86,9,14,0,14,0,14
1500000US060750426021,060750426021,Block Group 1; Census Tract 426.02; San Francisco County; California,487,164,50,0.304878049,75,55,29,30,0,14,10,15,0,14,323,41,69,14%,179,78,103,76,0,14,0,14,0,14
1500000US060750426022,060750426022,Block Group 2; Census Tract 426.02; San Francisco County; California,379,172,12,0.069767442,70,50,63,52,27,31,0,14,0,14,207,42,61,16%,106,57,59,61,0,14,0,14,0,14
1500000US060750426023,060750426023,Block Group 3; Census Tract 426.02; San Francisco County; California,501,159,11,0.06918239,62,42,14,22,25,28,47,56,0,14,342,117,129,26%,137,65,51,35,28,31,9,16,0,14
1500000US060750427001,060750427001,Block Group 1; Census Tract 427; San Francisco County; California,852,251,69,0.274900398,103,88,79,66,0,14,0,14,0,14,601,85,88,10%,416,177,100,69,0,14,0,14,0,14
1500000US060750427002,060750427002,Block Group 2; Census Tract 427; San Francisco County; California,738,117,14,0.11965812,40,38,63,53,0,14,0,14,0,14,621,118,127,17%,446,217,57,60,0,14,0,14,0,14
1500000US060750427003,060750427003,Block Group 3; Census Tract 427; San Francisco County; California,1117,222,77,0.346846847,38,46,107,103,0,14,0,14,0,14,895,355,365,33%,316,160,202,155,22,36,0,14,0,14
1500000US060750428001,060750428001,Block Group 1; Census Tract 428; San Francisco County; California,438,282,12,0.042553191,133,50,92,38,45,26,0,14,0,14,156,21,47,11%,109,70,26,20,0,14,0,14,0,14
1500000US060750428002,060750428002,Block Group 2; Census Tract 428; San Francisco County; California,285,274,12,0.04379562,76,33,141,69,38,25,7,10,0,14,11,0,57,20%,6,10,0,14,5,7,0,14,0,14
1500000US060750428003,060750428003,Block Group 3; Census Tract 428; San Francisco County; California,236,178,12,0.06741573,27,17,85,42,21,21,8,12,25,27,58,0,11,5%,35,31,16,16,0,14,7,10,0,14
1500000US060750451001,060750451001,Block Group 1; Census Tract 451; San Francisco County; California,1006,155,21,0.135483871,82,59,42,43,10,17,0,14,0,14,851,142,382,38%,557,231,152,130,0,14,0,14,0,14
1500000US060750451002,060750451002,Block Group 2; Census Tract 451; San Francisco County; California,435,217,14,0.064516129,114,75,63,50,26,31,0,14,0,14,218,34,46,11%,110,66,74,63,0,14,0,14,0,14
1500000US060750451003,060750451003,Block Group 3; Census Tract 451; San Francisco County; California,463,110,18,0.163636364,65,49,27,39,0,14,0,14,0,14,353,82,82,18%,138,73,133,92,0,14,0,14,0,14
1500000US060750452011,060750452011,Block Group 1; Census Tract 452.01; San Francisco County; California,491,252,23,0.091269841,121,75,88,55,20,23,0,14,0,14,239,53,53,11%,76,42,67,43,43,50,0,14,0,14
1500000US060750452012,060750452012,Block Group 2; Census Tract 452.01; San Francisco County; California,373,258,72,0.279069767,94,52,83,43,9,15,0,14,0,14,115,65,65,17%,38,37,12,18,0,14,0,14,0,14
1500000US060750452013,060750452013,Block Group 3; Census Tract 452.01; San Francisco County; California,460,164,54,0.329268293,76,73,22,26,12,21,0,14,0,14,296,67,87,19%,141,65,66,47,14,22,8,15,0,14
1500000US060750452021,060750452021,Block Group 1; Census Tract 452.02; San Francisco County; California,852,220,23,0.104545455,126,66,71,58,0,14,0,14,0,14,632,227,234,27%,311,129,94,59,0,14,0,14,0,14
1500000US060750452022,060750452022,Block Group 2; Census Tract 452.02; San Francisco County; California,637,205,22,0.107317073,108,58,75,45,0,14,0,14,0,14,432,59,59,9%,300,222,73,48,0,14,0,14,0,14
1500000US060750476001,060750476001,Block Group 1; Census Tract 476; San Francisco County; California,527,117,20,0.170940171,56,61,41,52,0,14,0,14,0,14,410,88,91,17%,181,125,97,84,0,14,44,65,0,14
1500000US060750476002,060750476002,Block Group 2; Census Tract 476; San Francisco County; California,564,327,38,0.116207951,221,115,68,69,0,14,0,14,0,14,237,17,96,17%,143,95,77,89,0,14,0,14,0,14
1500000US060750476003,060750476003,Block Group 3; Census Tract 476; San Francisco County; California,575,264,0,0,33,37,173,153,58,70,0,14,0,14,311,29,29,5%,183,179,46,56,53,81,0,14,0,14
1500000US060750476004,060750476004,Block Group 4; Census Tract 476; San Francisco County; California,564,316,37,0.117088608,188,106,91,66,0,14,0,14,0,14,248,35,103,18%,186,155,27,31,0,14,0,14,0,14
1500000US060750477011,060750477011,Block Group 1; Census Tract 477.01; San Francisco County; California,559,223,63,0.282511211,87,54,63,47,10,15,0,14,0,14,336,131,216,39%,180,80,25,33,0,14,0,14,0,14
1500000US060750477012,060750477012,Block Group 2; Census Tract 477.01; San Francisco County; California,748,351,59,0.168091168,113,74,135,146,19,23,12,19,13,22,397,131,160,21%,234,91,32,28,0,14,0,14,0,14
1500000US060750477013,060750477013,Block Group 3; Census Tract 477.01; San Francisco County; California,695,352,72,0.204545455,102,56,153,102,19,27,0,14,6,10,343,149,149,21%,123,66,59,42,12,17,0,14,0,14
1500000US060750477021,060750477021,Block Group 1; Census Tract 477.02; San Francisco County; California,329,166,11,0.06626506,105,56,35,49,15,24,0,14,0,14,163,44,133,40%,74,51,45,57,0,14,0,14,0,14
1500000US060750477022,060750477022,Block Group 2; Census Tract 477.02; San Francisco County; California,613,253,43,0.169960474,75,50,121,74,14,23,0,14,0,14,360,145,161,26%,69,50,97,58,49,55,0,14,0,14
1500000US060750477023,060750477023,Block Group 3; Census Tract 477.02; San Francisco County; California,610,189,71,0.375661376,68,53,50,40,0,14,0,14,0,14,421,93,93,15%,283,106,35,27,10,17,0,14,0,14
1500000US060750478011,060750478011,Block Group 1; Census Tract 478.01; San Francisco County; California,413,231,36,0.155844156,68,59,61,40,13,19,53,51,0,14,182,0,0,0%,120,51,49,39,13,15,0,14,0,14
1500000US060750478012,060750478012,Block Group 2; Census Tract 478.01; San Francisco County; California,621,189,35,0.185185185,74,42,80,43,0,14,0,14,0,14,432,71,71,11%,209,101,152,72,0,14,0,14,0,14
1500000US060750478013,060750478013,Block Group 3; Census Tract 478.01; San Francisco County; California,698,471,37,0.078556263,306,128,89,59,23,28,0,14,16,18,227,30,37,5%,104,46,82,60,11,19,0,14,0,14
1500000US060750478021,060750478021,Block Group 1; Census Tract 478.02; San Francisco County; California,481,224,28,0.125,106,69,58,42,32,31,0,14,0,14,257,41,41,9%,187,81,19,26,10,14,0,14,0,14
1500000US060750478022,060750478022,Block Group 2; Census Tract 478.02; San Francisco County; California,463,272,19,0.069852941,147,66,97,54,9,15,0,14,0,14,191,13,86,19%,114,59,29,26,35,46,0,14,0,14
1500000US060750478023,060750478023,Block Group 3; Census Tract 478.02; San Francisco County; California,474,189,12,0.063492063,61,38,100,51,16,24,0,14,0,14,285,10,10,2%,159,102,33,30,83,105,0,14,0,14
1500000US060750479021,060750479021,Block Group 1; Census Tract 479.02; San Francisco County; California,639,267,3,0.011235955,127,71,120,46,9,16,8,13,0,14,372,155,155,24%,181,132,24,27,0,14,12,19,0,14
1500000US060750479022,060750479022,Block Group 2; Census Tract 479.02; San Francisco County; California,444,266,9,0.033834586,99,60,133,73,25,29,0,14,0,14,178,48,81,18%,89,75,41,47,0,14,0,14,0,14
1500000US060750479023,060750479023,Block Group 3; Census Tract 479.02; San Francisco County; California,431,241,10,0.041493776,109,54,108,61,0,14,14,21,0,14,190,54,54,13%,89,40,32,38,15,22,0,14,0,14
1500000US060750479031,060750479031,Block Group 1; Census Tract 479.03; San Francisco County; California,357,218,26,0.119266055,82,59,93,64,17,27,0,14,0,14,139,26,113,32%,62,48,51,60,0,14,0,14,0,14
1500000US060750479032,060750479032,Block Group 2; Census Tract 479.03; San Francisco County; California,602,360,57,0.158333333,111,61,112,65,48,39,32,39,0,14,242,9,71,12%,194,130,39,47,0,14,0,14,0,14
1500000US060750479033,060750479033,Block Group 3; Census Tract 479.03; San Francisco County; California,446,319,11,0.034482759,182,104,88,76,0,14,38,45,0,14,127,0,15,3%,94,55,33,32,0,14,0,14,0,14
1500000US060750479041,060750479041,Block Group 1; Census Tract 479.04; San Francisco County; California,997,457,240,0.525164114,113,65,104,80,0,14,0,14,0,14,540,146,146,15%,195,106,178,80,21,32,0,14,0,14
1500000US060750479042,060750479042,Block Group 2; Census Tract 479.04; San Francisco County; California,383,238,12,0.050420168,148,71,54,40,14,19,10,21,0,14,145,0,25,7%,48,50,58,64,0,14,0,14,39,37
1500000US060750601001,060750601001,Block Group 1; Census Tract 601; San Francisco County; California,777,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,777,0,53,7%,449,132,252,89,76,86,0,14,0,14
1500000US060750601002,060750601002,Block Group 2; Census Tract 601; San Francisco County; California,569,9,0,0,0,14,0,14,9,14,0,14,0,14,560,22,62,11%,243,129,155,76,87,68,53,38,0,14
1500000US060750604001,060750604001,Block Group 1; Census Tract 604; San Francisco County; California,720,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,720,60,75,10%,607,118,53,42,0,14,0,14,0,14
1500000US060750604002,060750604002,Block Group 2; Census Tract 604; San Francisco County; California,404,342,20,0.058479532,222,89,71,43,29,36,0,14,0,14,62,43,54,13%,0,14,19,26,0,14,0,14,0,14
1500000US060750605021,060750605021,Block Group 1; Census Tract 605.02; San Francisco County; California,226,32,7,0.21875,25,20,0,14,0,14,0,14,0,14,194,48,110,49%,82,63,46,40,0,14,18,27,0,14
1500000US060750605022,060750605022,Block Group 2; Census Tract 605.02; San Francisco County; California,241,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,241,55,55,23%,134,64,47,68,5,10,0,14,0,14
1500000US060750605023,060750605023,Block Group 3; Census Tract 605.02; San Francisco County; California,333,204,3,0.014705882,82,49,51,35,16,24,14,15,38,39,129,37,86,26%,44,32,0,14,0,14,43,52,5,10
1500000US060750607011,060750607011,Block Group 1; Census Tract 607.01; San Francisco County; California,651,297,79,0.265993266,198,165,20,35,0,14,0,14,0,14,354,93,121,19%,261,166,0,14,0,14,0,14,0,14
1500000US060750607012,060750607012,Block Group 2; Census Tract 607.01; San Francisco County; California,1785,146,0,0,108,69,38,60,0,19,0,19,0,19,1639,411,420,24%,1088,190,56,58,84,71,0,19,0,19
1500000US060750607013,060750607013,Block Group 3; Census Tract 607.01; San Francisco County; California,1199,865,68,0.078612717,736,278,61,60,0,14,0,14,0,14,334,116,138,12%,197,126,21,34,0,14,0,14,0,14
1500000US060750607021,060750607021,Block Group 1; Census Tract 607.02; San Francisco County; California,1428,333,85,0.255255255,198,76,50,39,0,14,0,14,0,14,1095,292,377,26%,641,160,145,96,17,27,0,14,0,14
1500000US060750607031,060750607031,Block Group 1; Census Tract 607.03; San Francisco County; California,1057,334,29,0.086826347,283,174,22,36,0,14,0,14,0,14,723,279,279,26%,409,307,35,52,0,14,0,14,0,14
1500000US060750607032,060750607032,Block Group 2; Census Tract 607.03; San Francisco County; California,693,103,0,0,103,83,0,14,0,14,0,14,0,14,590,332,348,50%,258,108,0,14,0,14,0,14,0,14
1500000US060750607033,060750607033,Block Group 3; Census Tract 607.03; San Francisco County; California,1057,622,89,0.143086817,505,153,28,38,0,14,0,14,0,14,435,179,260,25%,256,168,0,14,0,14,0,14,0,14
1500000US060750610001,060750610001,Block Group 1; Census Tract 610; San Francisco County; California,592,488,16,0.032786885,215,144,115,70,57,58,85,53,0,14,104,0,0,0%,50,58,54,45,0,14,0,14,0,14
1500000US060750610002,060750610002,Block Group 2; Census Tract 610; San Francisco County; California,531,309,0,0,59,49,231,159,18,26,1,11,0,14,222,24,32,6%,115,74,83,68,0,14,0,14,0,14
1500000US060750610003,060750610003,Block Group 3; Census Tract 610; San Francisco County; California,465,308,0,0,126,73,168,70,14,18,0,14,0,14,157,8,8,2%,130,71,0,14,0,14,0,14,19,27
1500000US060750611011,060750611011,Block Group 1; Census Tract 611.01; San Francisco County; California,362,8,0,0,8,14,0,14,0,14,0,14,0,14,354,301,301,83%,50,45,3,22,0,14,0,14,0,14
1500000US060750611012,060750611012,Block Group 2; Census Tract 611.01; San Francisco County; California,500,57,7,0.122807018,50,51,0,14,0,14,0,14,0,14,443,369,369,74%,74,72,0,14,0,14,0,14,0,14
1500000US060750611021,060750611021,Block Group 1; Census Tract 611.02; San Francisco County; California,326,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,326,238,238,73%,76,67,0,14,12,20,0,14,0,14
1500000US060750611022,060750611022,Block Group 2; Census Tract 611.02; San Francisco County; California,602,162,73,0.450617284,0,14,89,98,0,14,0,14,0,14,440,382,382,63%,48,38,10,15,0,14,0,14,0,14
1500000US060750612001,060750612001,Block Group 1; Census Tract 612; San Francisco County; California,225,112,0,0,38,35,43,48,31,30,0,14,0,14,113,46,46,20%,24,28,43,56,0,14,0,14,0,14
1500000US060750612002,060750612002,Block Group 2; Census Tract 612; San Francisco County; California,416,159,0,0,102,81,57,60,0,14,0,14,0,14,257,88,120,29%,94,79,29,35,46,73,0,14,0,14
1500000US060750612003,060750612003,Block Group 3; Census Tract 612; San Francisco County; California,556,306,33,0.107843137,138,65,47,52,68,87,20,33,0,14,250,39,39,7%,202,102,0,14,9,17,0,14,0,14
1500000US060750614011,060750614011,Block Group 1; Census Tract 614.01; San Francisco County; California,402,204,0,0,159,61,28,26,15,27,2,3,0,14,198,130,130,32%,68,51,0,14,0,14,0,14,0,14
1500000US060750614012,060750614012,Block Group 2; Census Tract 614.01; San Francisco County; California,336,272,87,0.319852941,95,45,80,56,10,17,0,14,0,14,64,31,31,9%,33,26,0,14,0,14,0,14,0,14
1500000US060750614013,060750614013,Block Group 3; Census Tract 614.01; San Francisco County; California,575,451,62,0.137472284,155,74,199,159,23,34,12,19,0,14,124,10,10,2%,89,64,0,14,6,12,19,30,0,14
1500000US060750614021,060750614021,Block Group 1; Census Tract 614.02; San Francisco County; California,758,353,15,0.042492918,258,156,46,36,34,36,0,14,0,14,405,66,66,9%,272,200,37,56,30,33,0,14,0,14
1500000US060750614022,060750614022,Block Group 2; Census Tract 614.02; San Francisco County; California,470,98,0,0,53,46,45,42,0,14,0,14,0,14,372,77,77,16%,194,84,47,33,54,66,0,14,0,14
